season,club,player,height,minutes,height_match
2023-24,Brighton,Julio Enciso,173,468,full
2023-24,Brighton,Pervis Estupiñán,175,1242,full
2023-24,Brighton,Evan Ferguson,188,1356,full
2023-24,Brighton,Billy Gilmour,170,2116,full
2023-24,Brighton,Pascal Groß,181,3112,full
2023-24,Brighton,João Pedro Junqueira de Jesus,182,2037,full
2023-24,Brighton,Michał Karbownik,175,0,full
2023-24,Brighton,Kacper Kozłowski,182,0,full
2023-24,Brighton,Adam Lallana,172,839,full
2023-24,Brighton,Tariq Lamptey,163,908,full
2023-24,Brighton,Solly March,180,555,full
2023-24,Brighton,Tom McGill,185,0,surname+initial
2023-24,Brighton,James Milner,175,770,full
2023-24,Brighton,Kaoru Mitoma,178,1485,full
2023-24,Brighton,Jakub Moder,191,608,full
2023-24,Brighton,Jeremy Sarmiento Morante,,0,UNMATCHED
2023-24,Brighton,Kjell Scherpen,202,0,full
2023-24,Brighton,Jason Steele,188,1530,full
2023-24,Brighton,Deniz Undav,179,0,full
2023-24,Brighton,Jan Paul van Hecke,185,2368,surname+initial
2023-24,Brighton,Joël Veltman,184,1579,full
2023-24,Brighton,Bart Verbruggen,194,1890,full
2023-24,Brighton,Adam Webster,191,1142,full
2023-24,Brighton,Danny Welbeck,185,1687,full
2023-24,Brighton,Andi Zeqiri,185,0,surname+initial
2023-24,Brighton,Igor Julio dos Santos de Paulo,185,1631,full
2023-24,Brighton,Jack Hinshelwood,178,866,surname+initial
2023-24,Brighton,Carlos Baleba,179,1314,full
2023-24,Brighton,Anssumane Fati Vieira,178,509,webname-full
2023-24,Brighton,Mark O’Mahony,,61,UNMATCHED
2023-24,Brighton,Benicio Baker-Boaitey,,37,UNMATCHED
2023-24,Brighton,Ben Jackson,178,0,surname+initial
2023-24,Brighton,Joshua Duffus,,0,UNMATCHED
2023-24,Brighton,Leigh Kavanagh,,0,UNMATCHED
2023-24,Brighton,Luca Barrington,,0,UNMATCHED
2023-24,Brighton,Cameron Peupion,170,0,full
2023-24,Brighton,Valentín Barco,172,307,full
2023-24,Brighton,Samy Chouchane,,0,UNMATCHED
2023-24,Brighton,Odeluga Offiah,181,126,full
2023-24,Brighton,Noël Atom,,0,UNMATCHED
2023-24,Burnley,Enock Agyei,,0,UNMATCHED
2023-24,Burnley,Ameen Al-Dakhil,187,1055,full
2023-24,Burnley,Samuel Bastien,175,0,surname+initial
2023-24,Burnley,Manuel Benson Hedilazio,166,110,tokens
2023-24,Burnley,Jordan Beyer,187,1234,full
2023-24,Burnley,Josh Brownhill,180,2248,full
2023-24,Burnley,Darko Churlinov,180,0,full
2023-24,Burnley,Jack Cork,184,25,full
2023-24,Burnley,Dara Costelloe,181,0,full
2023-24,Burnley,Josh Cullen,175,2055,full
2023-24,Burnley,CJ Egan-Riley,183,0,surname+initial
2023-24,Burnley,Hjalmar Ekdal,188,436,full
2023-24,Burnley,Lyle Foster,185,1898,full
2023-24,Burnley,Denis Franchi,189,0,full
2023-24,Burnley,Jóhann Berg Gudmundsson,179,1185,alias
2023-24,Burnley,Luke McNally,193,0,full
2023-24,Burnley,Arijanet Muric,197,900,surname+initial
2023-24,Burnley,Dara O'Shea,189,2892,full
2023-24,Burnley,Michael Obafemi,169,19,full
2023-24,Burnley,Bailey Peacock-Farrell,193,0,full
2023-24,Burnley,Connor Roberts,175,817,surname+initial
2023-24,Burnley,Jay Rodriguez,185,811,full
2023-24,Burnley,Charlie Taylor,185,2329,full
2023-24,Burnley,Bobby Thomas,193,0,full
2023-24,Burnley,Scott Twine,174,0,surname+initial
2023-24,Burnley,Lawrence Vigouroux,194,0,surname+initial
2023-24,Burnley,Victor da Silva,182,2311,surname+initial
2023-24,Burnley,Wout Weghorst,197,0,full
2023-24,Burnley,Anass Zaroury,178,149,full
2023-24,Burnley,David Datro Fofana,181,876,full
2023-24,Burnley,Sander Berge,195,3002,full
2023-24,Burnley,Zeki Amdouni,185,1953,full
2023-24,Burnley,James Trafford,192,2520,full
2023-24,Burnley,Nathan Redmond,173,132,full
2023-24,Burnley,Luca Koleosho,175,972,full
2023-24,Burnley,Jacob Bruun Larsen,183,1235,full
2023-24,Burnley,Owen Dodgson,178,0,full
2023-24,Burnley,Wilson Odobert,182,2095,full
2023-24,Burnley,Hannes Delcroix,183,584,full
2023-24,Burnley,Aaron Ramsey,183,522,surname+initial
2023-24,Burnley,Han-Noah Massengo,175,14,surname+initial
2023-24,Burnley,Mike Trésor,172,410,surname+initial
2023-24,Burnley,Lorenz Assignon,181,1235,full
2023-24,Burnley,Maxime Esteve,193,1310,full
2023-24,Chelsea,Moisés Caicedo Corozo,178,2865,initial+lasttoken
2023-24,Chelsea,Robert Sánchez,175,1433,surname+initial
2023-24,Chelsea,Ethan Ampadu,182,0,full
2023-24,Chelsea,Andrey Nascimento dos Santos,176,7,full
2023-24,Chelsea,Kepa Arrizabalaga,189,0,alias
2023-24,Chelsea,Pierre-Emerick Aubameyang,187,0,full
2023-24,Chelsea,César Azpilicueta,178,0,full
2023-24,Chelsea,Abdul Rahman Baba,180,0,full
2023-24,Chelsea,Benoît Badiashile,194,1337,full
2023-24,Chelsea,Marcus Bettinelli,193,0,full
2023-24,Chelsea,Trevoh Chalobah,191,949,full
2023-24,Chelsea,Ben Chilwell,180,752,full
2023-24,Chelsea,Carney Chukwuemeka,188,222,full
2023-24,Chelsea,Levi Colwill,187,1794,full
2023-24,Chelsea,Marc Cucurella Saseta,173,1783,full
2023-24,Chelsea,Enzo Fernández,178,2208,full
2023-24,Chelsea,Wesley Fofana,190,0,surname+initial
2023-24,Chelsea,Conor Gallagher,182,3129,full
2023-24,Chelsea,Malo Gusto,179,1746,full
2023-24,Chelsea,Reece James,178,416,surname+initial
2023-24,Chelsea,Romelu Lukaku Bolingoli,,0,UNMATCHED
2023-24,Chelsea,Noni Madueke,182,1044,full
2023-24,Chelsea,Mykhailo Mudryk,175,1564,full
2023-24,Chelsea,Nicolas Jackson,186,2801,full
2023-24,Chelsea,Christopher Nkunku,175,437,full
2023-24,Chelsea,Christian Pulisic,177,0,full
2023-24,Chelsea,Malang Sarr,183,0,full
2023-24,Chelsea,Gabriel Słonina,193,0,full
2023-24,Chelsea,Raheem Sterling,170,1972,full
2023-24,Chelsea,Thiago Emiliano da Silva,183,2525,full
2023-24,Chelsea,Hakim Ziyech,181,0,full
2023-24,Chelsea,Cole Palmer,189,2617,surname+initial
2023-24,Chelsea,Ângelo Gabriel Borges Damaceno,180,0,full
2023-24,Chelsea,Ian Maatsen,178,200,full
2023-24,Chelsea,Axel Disasi,191,2579,full
2023-24,Chelsea,Lesley Ugochukwu,190,296,full
2023-24,Chelsea,Mason Burstow,187,8,full
2023-24,Chelsea,Lucas Bergström,200,0,full
2023-24,Chelsea,Roméo Lavia,181,32,full
2023-24,Chelsea,Bashir Humphreys,187,0,full
2023-24,Chelsea,Deivid Washington de Souza Eugênio,187,11,initial+lasttoken
2023-24,Chelsea,Eddie Beach,186,0,full
2023-24,Chelsea,Diego Manuel Jadon da Silva Moreira,179,0,full
2023-24,Chelsea,Đorđe Petrović,194,1986,full
2023-24,Chelsea,Alfie Gilchrist,183,200,full
2023-24,Chelsea,Ronnie Stutter,,0,UNMATCHED
2023-24,Chelsea,Alex Matos,183,1,surname+initial
2023-24,Chelsea,Josh Brooking,185,0,full
2023-24,Chelsea,Leo Castledine,,0,UNMATCHED
2023-24,Chelsea,Cesare Casadei,186,71,full
2023-24,Chelsea,Ishé Samuels-Smith,,0,UNMATCHED
2023-24,Chelsea,Ollie Harrison,,0,UNMATCHED
2023-24,Chelsea,Jimi Tauriainen,188,1,full
2023-24,Chelsea,Josh Acheampong,,5,UNMATCHED
2023-24,Chelsea,Teddy Sharman-Lowe,189,0,full
2023-24,Chelsea,Tyrique George,,0,UNMATCHED
2023-24,Chelsea,Kiano Dyer,170,0,surname+initial
2023-24,Chelsea,Ted Curd,,0,UNMATCHED
2023-24,Chelsea,Zak Sturge,188,0,full
2023-24,Crystal Palace,Rob Holding,189,0,full
2023-24,Crystal Palace,Naouirou Ahamada,183,332,full
2023-24,Crystal Palace,Joachim Andersen,192,3416,full
2023-24,Crystal Palace,Jordan Ayew,182,2540,full
2023-24,Crystal Palace,Nathaniel Clyne,175,1335,full
2023-24,Crystal Palace,Cheick Doucouré,180,920,full
2023-24,Crystal Palace,Malcolm Ebiowei,185,0,full
2023-24,Crystal Palace,Odsonne Edouard,187,1545,full
2023-24,Crystal Palace,Eberechi Eze,178,2054,full
2023-24,Crystal Palace,Vicente Guaita,190,0,alias
2023-24,Crystal Palace,Marc Guéhi,182,2020,surname+initial
2023-24,Crystal Palace,Will Hughes,185,1886,full
2023-24,Crystal Palace,Sam Johnstone,193,1796,full
2023-24,Crystal Palace,Jefferson Lerma Solís,179,2399,alias
2023-24,Crystal Palace,Jean-Philippe Mateta,192,2274,full
2023-24,Crystal Palace,Remi Matthews,192,3,full
2023-24,Crystal Palace,Tyrick Mitchell,175,3204,surname+initial
